entry,name,SMILES,InChIKey,temperature,ΔΔG.expt.,test
d31,"5-benzoyloctahydro-7-nitro-3-oxo-4,6-diphenyl-1H-indene-5-carbonitrile (trans-methanol to trans-3ol)",O=[13C]1[C@@H]2[C@@H](c3ccccc3)[C@](C#N)([C@@H](O)c4ccccc4)[C@@H](c5ccccc5)[C@H]([N+]([O-])=O)[C@@H]2CC1,NRDYHKKVKIBAKC-MNOSHWMVSA-N,273,,1
d32,"5-benzoyloctahydro-7-nitro-3-oxo-4,6-diphenyl-1H-indene-5-carbonitrile (cis-methanol to cis-3ol)",O=[13C]1[C@H]2[C@H](c3ccccc3)[C@@](C#N)([C@@H](O)c4ccccc4)[C@H](c5ccccc5)[C@@H]([N+]([O-])=O)[C@H]2CC1,NRDYHKKVKIBAKC-OWQDIHQOSA-N,273,,1
d41,"5-benzoyloctahydro-7-nitro-3-oxo-4,6-diphenyl-1H-indene-5-carbonitrile (cis-methanol to trans-3ol)",O=[13C]1[C@@H]2[C@@H](c3ccccc3)[C@](C#N)([C@H](O)c4ccccc4)[C@@H](c5ccccc5)[C@H]([N+]([O-])=O)[C@@H]2CC1,NRDYHKKVKIBAKC-JOSUAJGWSA-N,273,,1
d42,"5-benzoyloctahydro-7-nitro-3-oxo-4,6-diphenyl-1H-indene-5-carbonitrile (trans-methanol to cis-3ol)",O=[13C]1[C@H]2[C@H](c3ccccc3)[C@@](C#N)([C@H](O)c4ccccc4)[C@H](c5ccccc5)[C@@H]([N+]([O-])=O)[C@H]2CC1,NRDYHKKVKIBAKC-YSWLJETKSA-N,273,,1
e1,"3β,18-Cyclo-ent-trachylobane-14,15-dione (diketone to exo-15ol)",O=[13C]1[C@]2(C)C3C(=O)[C@]14CC[C@H]5[C@]6(C)C[C@@H]6CC[C@]5(C)[C@H]4C[C@@H]32,UVBDRYIUPXGITC-LBAGWYSSSA-N,273,,1
e2,"3β,18-Cyclo-ent-trachylobane-14,15-dione (diketone to endo-15ol)",O=[13C]1[C@@]2(C)C3C(=O)[C@@]14CC[C@@H]5[C@@]6(C)C[C@H]6CC[C@@]5(C)[C@@H]4C[C@H]32,UVBDRYIUPXGITC-CGTNMINPSA-N,273,,1
e3,"3β,18-Cyclo-ent-trachylobane-14,15-dione (diketone to exo-14ol)",O=[13C]1C2[C@]3(C)C(=O)[C@]14CC[C@@H]5[C@@]6(C)C[C@H]6CC[C@@]5(C)[C@@H]4C[C@H]23,UVBDRYIUPXGITC-YEOVCMATSA-N,273,,1
e4,"3β,18-Cyclo-ent-trachylobane-14,15-dione (diketone to endo-14ol)",O=[13C]1C2[C@@]3(C)C(=O)[C@@]14CC[C@H]5[C@]6(C)C[C@@H]6CC[C@]5(C)[C@H]4C[C@@H]23,UVBDRYIUPXGITC-DOYIJFFUSA-N,273,,1
e13,"3β,18-Cyclo-ent-trachylobane-14,15-dione (exo-15ol to exo-14ol)",O=[13C]1C2[C@]3(C)[C@H](O)[C@]14CC[C@@H]5[C@@]6(C)C[C@H]6CC[C@@]5(C)[C@@H]4C[C@H]23,IVOMJTYTUMAEPU-BNYPWJEISA-N,273,,1
e14,"3β,18-Cyclo-ent-trachylobane-14,15-dione (exo-15ol to endo-14ol)",O=[13C]1C2[C@@]3(C)[C@@H](O)[C@@]14CC[C@H]5[C@]6(C)C[C@@H]6CC[C@]5(C)[C@H]4C[C@@H]23,IVOMJTYTUMAEPU-IFVVCBRGSA-N,273,,1
e23,"3β,18-Cyclo-ent-trachylobane-14,15-dione (endo-15ol to exo-14ol)",O=[13C]1C2[C@]3(C)[C@@H](O)[C@]14CC[C@@H]5[C@@]6(C)C[C@H]6CC[C@@]5(C)[C@@H]4C[C@H]23,IVOMJTYTUMAEPU-NHUKILISSA-N,273,,1
e24,"3β,18-Cyclo-ent-trachylobane-14,15-dione (endo-15ol to endo-14ol)",O=[13C]1C2[C@@]3(C)[C@H](O)[C@@]14CC[C@H]5[C@]6(C)C[C@@H]6CC[C@]5(C)[C@H]4C[C@@H]23,IVOMJTYTUMAEPU-NTZOYJIVSA-N,273,,1
e31,"3β,18-Cyclo-ent-trachylobane-14,15-dione (exo-14ol to exo-15ol)",O=[13C]1[C@]2(C)C3[C@H](O)[C@]14CC[C@H]5[C@]6(C)C[C@@H]6CC[C@]5(C)[C@H]4C[C@@H]32,CIHUIHZNFZBJLT-YMEMZECQSA-N,273,,1
e32,"3β,18-Cyclo-ent-trachylobane-14,15-dione (exo-14ol to endo-15ol)",O=[13C]1[C@@]2(C)C3[C@@H](O)[C@@]14CC[C@@H]5[C@@]6(C)C[C@H]6CC[C@@]5(C)[C@@H]4C[C@H]32,CIHUIHZNFZBJLT-NIHYJFBUSA-N,273,,1
e41,"3β,18-Cyclo-ent-trachylobane-14,15-dione (endo-14ol to exo-15ol)",O=[13C]1[C@]2(C)C3[C@@H](O)[C@]14CC[C@H]5[C@]6(C)C[C@@H]6CC[C@]5(C)[C@H]4C[C@@H]32,CIHUIHZNFZBJLT-FLCNWGKISA-N,273,,1
e42,"3β,18-Cyclo-ent-trachylobane-14,15-dione (endo-14ol to endo-15ol)",O=[13C]1[C@@]2(C)C3[C@H](O)[C@@]14CC[C@@H]5[C@@]6(C)C[C@H]6CC[C@@]5(C)[C@@H]4C[C@H]32,CIHUIHZNFZBJLT-SVCHTCNZSA-N,273,,1
f1,"Neopupukean-11(13)-en-4,10-dione (diketone to endo-cyclopentanol)",O=[13C]1[C@]2(C)C[C@H]3[C@H](C(=C)C)C[C@@H]2[C@](C)(C3=O)C1,OLTFXJBPGNUYCS-SXWDLQOWSA-N,273,,1
f2,"Neopupukean-11(13)-en-4,10-dione (diketone to exo-cyclopentanol)",O=[13C]1[C@@]2(C)C[C@@H]3[C@@H](C(=C)C)C[C@H]2[C@@](C)(C3=O)C1,OLTFXJBPGNUYCS-HMOKLJILSA-N,273,,1
f3,"Neopupukean-11(13)-en-4,10-dione (diketone to endo-cyclohexanol)",O=[13C]1[C@]2(C)CC(=O)[C@]3(C)C[C@H]1[C@H](C(=C)C)C[C@H]23,OLTFXJBPGNUYCS-UQVPQUPTSA-N,273,,1
f4,"Neopupukean-11(13)-en-4,10-dione (diketone to exo-cyclohexanol)",O=[13C]1[C@@]2(C)CC(=O)[C@@]3(C)C[C@@H]1[C@@H](C(=C)C)C[C@@H]23,OLTFXJBPGNUYCS-TUZJZFOZSA-N,273,,1
f31,"Neopupukean-11(13)-en-4,10-dione (endo-cyclohexanol to endo-cyclopentanol)",O=[13C]1[C@]2(C)C[C@H]3[C@H](C(=C)C)C[C@@H]2[C@](C)([C@H]3O)C1,YNUSLOYDHGAYPB-XFQCTZMHSA-N,273,,1
f41,"Neopupukean-11(13)-en-4,10-dione (exo-cyclohexanol to endo-cyclopentanol)",O=[13C]1[C@]2(C)C[C@H]3[C@H](C(=C)C)C[C@@H]2[C@](C)([C@@H]3O)C1,YNUSLOYDHGAYPB-DUGYZFACSA-N,273,,1
f42,"Neopupukean-11(13)-en-4,10-dione (exo-cyclohexanol to exo-cyclopentanol)",O=[13C]1[C@@]2(C)C[C@@H]3[C@@H](C(=C)C)C[C@H]2[C@@](C)([C@H]3O)C1,YNUSLOYDHGAYPB-PVGPVLRXSA-N,273,,1
f32,"Neopupukean-11(13)-en-4,10-dione (endo-cyclohexanol to exo-cyclopentanol)",O=[13C]1[C@@]2(C)C[C@@H]3[C@@H](C(=C)C)C[C@H]2[C@@](C)([C@@H]3O)C1,YNUSLOYDHGAYPB-KGJWWKPOSA-N,273,,1
f13,"Neopupukean-11(13)-en-4,10-dione (endo-cyclopentanol to endo-cyclohexanol)",O=[13C]1[C@]2(C)C[C@H](O)[C@]3(C)C[C@H]1[C@H](C(=C)C)C[C@H]23,YRPUMHYLNYRQGZ-RGVIPMAXSA-N,273,,1
f23,"Neopupukean-11(13)-en-4,10-dione (exo-cyclopentanol to endo-cyclohexanol)",O=[13C]1[C@]2(C)C[C@@H](O)[C@]3(C)C[C@H]1[C@H](C(=C)C)C[C@H]23,YRPUMHYLNYRQGZ-SMKLAQEQSA-N,273,,1
f24,"Neopupukean-11(13)-en-4,10-dione (exo-cyclopentanol to exo-cyclohexanol)",O=[13C]1[C@@]2(C)C[C@H](O)[C@@]3(C)C[C@@H]1[C@@H](C(=C)C)C[C@@H]23,YRPUMHYLNYRQGZ-HEENYJBUSA-N,273,,1
f14,"Neopupukean-11(13)-en-4,10-dione (endo-cyclopentanol to exo-cyclohexanol)",O=[13C]1[C@@]2(C)C[C@@H](O)[C@@]3(C)C[C@@H]1[C@@H](C(=C)C)C[C@@H]23,YRPUMHYLNYRQGZ-ZUBQCWPDSA-N,273,,1
C9,5-Chloro-2-pentanone,O=C(C)CCCCl,XVRIEWDDMODMGA-UHFFFAOYSA-N,273,-1.2087555629071842,0
C17,5-methyl-3-heptanone,O=C(CC)CC(C)CC,PSBKJPTZCVYXSD-UHFFFAOYSA-N,273,0.3876474635333945,0
C11,trans-benzalacetone,O=C(C)/C=C/c1ccccc1,BWHOZHOGCMHOBV-BQYQJAHWSA-N,273,-0.505017043351223,1
