row_index,entry,name,InChIKey,conf_id,boltzmann_weight,cache_file
61,D15(cis),(-)-menthone (ax),NFLGAXVYCFJBMK-BDAKNGLRSA-N,109,0.2331716737043238,NFLGAXVYCFJBMK-BDAKNGLRSA-N_conf109.npy
61,D15(cis),(-)-menthone (ax),NFLGAXVYCFJBMK-BDAKNGLRSA-N,198,0.2086978304206128,NFLGAXVYCFJBMK-BDAKNGLRSA-N_conf198.npy
61,D15(cis),(-)-menthone (ax),NFLGAXVYCFJBMK-BDAKNGLRSA-N,703,0.0088372403281767,NFLGAXVYCFJBMK-BDAKNGLRSA-N_conf703.npy
61,D15(cis),(-)-menthone (ax),NFLGAXVYCFJBMK-BDAKNGLRSA-N,630,0.0004705137112099,NFLGAXVYCFJBMK-BDAKNGLRSA-N_conf630.npy
62,A16,cyclopropyl phenyl ketone,PJRHFTYXYCVOSJ-UHFFFAOYSA-N,151,0.5,PJRHFTYXYCVOSJ-UHFFFAOYSA-N_conf151.npy
62,A16,cyclopropyl phenyl ketone,PJRHFTYXYCVOSJ-UHFFFAOYSA-N,208,0.5,PJRHFTYXYCVOSJ-UHFFFAOYSA-N_conf208.npy
63,D6,cyclooctanone,IIRFCWANHMSDCG-PTQBSOBMSA-N,217,0.4962851155423467,IIRFCWANHMSDCG-PTQBSOBMSA-N_conf217.npy
63,D6,cyclooctanone,IIRFCWANHMSDCG-PTQBSOBMSA-N,155,0.4961882794752543,IIRFCWANHMSDCG-PTQBSOBMSA-N_conf155.npy
63,D6,cyclooctanone,IIRFCWANHMSDCG-PTQBSOBMSA-N,52,0.0071774770168571,IIRFCWANHMSDCG-PTQBSOBMSA-N_conf52.npy
63,D6,cyclooctanone,IIRFCWANHMSDCG-PTQBSOBMSA-N,342,0.0001745639827709,IIRFCWANHMSDCG-PTQBSOBMSA-N_conf342.npy
63,D6,cyclooctanone,IIRFCWANHMSDCG-PTQBSOBMSA-N,373,0.0001745639827709,IIRFCWANHMSDCG-PTQBSOBMSA-N_conf373.npy
64,D2(trans),2-cyclopentylcyclopentanone(trans),CWZGKTMWPFTJCS-SECBINFHSA-N,54,0.6703583754754475,CWZGKTMWPFTJCS-SECBINFHSA-N_conf54.npy
64,D2(trans),2-cyclopentylcyclopentanone(trans),CWZGKTMWPFTJCS-SECBINFHSA-N,248,0.2150338867767931,CWZGKTMWPFTJCS-SECBINFHSA-N_conf248.npy
64,D2(trans),2-cyclopentylcyclopentanone(trans),CWZGKTMWPFTJCS-SECBINFHSA-N,621,0.0795761846128621,CWZGKTMWPFTJCS-SECBINFHSA-N_conf621.npy
64,D2(trans),2-cyclopentylcyclopentanone(trans),CWZGKTMWPFTJCS-SECBINFHSA-N,670,0.0350315531348972,CWZGKTMWPFTJCS-SECBINFHSA-N_conf670.npy
65,D2(cis),2-cyclopentylcyclopentanone(cis),CWZGKTMWPFTJCS-VIFPVBQESA-N,213,0.6703635801161523,CWZGKTMWPFTJCS-VIFPVBQESA-N_conf213.npy
65,D2(cis),2-cyclopentylcyclopentanone(cis),CWZGKTMWPFTJCS-VIFPVBQESA-N,63,0.2150355562929221,CWZGKTMWPFTJCS-VIFPVBQESA-N_conf63.npy
65,D2(cis),2-cyclopentylcyclopentanone(cis),CWZGKTMWPFTJCS-VIFPVBQESA-N,294,0.079569038472185,CWZGKTMWPFTJCS-VIFPVBQESA-N_conf294.npy
65,D2(cis),2-cyclopentylcyclopentanone(cis),CWZGKTMWPFTJCS-VIFPVBQESA-N,341,0.0350318251187406,CWZGKTMWPFTJCS-VIFPVBQESA-N_conf341.npy
66,D7,cyclododecanone,SXVPOSFURRDKBO-DETAZLGJSA-N,1128,0.3133376567586525,SXVPOSFURRDKBO-DETAZLGJSA-N_conf1128.npy
66,D7,cyclododecanone,SXVPOSFURRDKBO-DETAZLGJSA-N,1168,0.3133376567586525,SXVPOSFURRDKBO-DETAZLGJSA-N_conf1168.npy
66,D7,cyclododecanone,SXVPOSFURRDKBO-DETAZLGJSA-N,926,0.3133376567586525,SXVPOSFURRDKBO-DETAZLGJSA-N_conf926.npy
66,D7,cyclododecanone,SXVPOSFURRDKBO-DETAZLGJSA-N,1031,0.0445548726067003,SXVPOSFURRDKBO-DETAZLGJSA-N_conf1031.npy
66,D7,cyclododecanone,SXVPOSFURRDKBO-DETAZLGJSA-N,76,0.0154321571173421,SXVPOSFURRDKBO-DETAZLGJSA-N_conf76.npy
67,A3,4'-methoxyacetophenone,NTPLXRHDUXRPNE-UHFFFAOYSA-N,405,0.5350748362250801,NTPLXRHDUXRPNE-UHFFFAOYSA-N_conf405.npy
67,A3,4'-methoxyacetophenone,NTPLXRHDUXRPNE-UHFFFAOYSA-N,265,0.4649251637749198,NTPLXRHDUXRPNE-UHFFFAOYSA-N_conf265.npy
68,A20,isovalerophenone,HEOVGVNITGAUKL-UHFFFAOYSA-N,132,0.361590099777041,HEOVGVNITGAUKL-UHFFFAOYSA-N_conf132.npy
68,A20,isovalerophenone,HEOVGVNITGAUKL-UHFFFAOYSA-N,670,0.361590099777041,HEOVGVNITGAUKL-UHFFFAOYSA-N_conf670.npy
68,A20,isovalerophenone,HEOVGVNITGAUKL-UHFFFAOYSA-N,126,0.1168733592221301,HEOVGVNITGAUKL-UHFFFAOYSA-N_conf126.npy
68,A20,isovalerophenone,HEOVGVNITGAUKL-UHFFFAOYSA-N,16,0.1168733592221301,HEOVGVNITGAUKL-UHFFFAOYSA-N_conf16.npy
68,A20,isovalerophenone,HEOVGVNITGAUKL-UHFFFAOYSA-N,605,0.0430730820016577,HEOVGVNITGAUKL-UHFFFAOYSA-N_conf605.npy
69,C11,dicyclohexylketone,TWXWPPKDQOWNSX-KHWBWMQUSA-N,971,0.543815811610813,TWXWPPKDQOWNSX-KHWBWMQUSA-N_conf971.npy
69,C11,dicyclohexylketone,TWXWPPKDQOWNSX-KHWBWMQUSA-N,70,0.1140460470972967,TWXWPPKDQOWNSX-KHWBWMQUSA-N_conf70.npy
69,C11,dicyclohexylketone,TWXWPPKDQOWNSX-KHWBWMQUSA-N,783,0.1140460470972967,TWXWPPKDQOWNSX-KHWBWMQUSA-N_conf783.npy
69,C11,dicyclohexylketone,TWXWPPKDQOWNSX-KHWBWMQUSA-N,904,0.1140460470972967,TWXWPPKDQOWNSX-KHWBWMQUSA-N_conf904.npy
69,C11,dicyclohexylketone,TWXWPPKDQOWNSX-KHWBWMQUSA-N,959,0.1140460470972967,TWXWPPKDQOWNSX-KHWBWMQUSA-N_conf959.npy
70,B9,dibenzosuberone,BMVWCPGVLSILMU-KCKQSJSWSA-N,184,0.4809805736870832,BMVWCPGVLSILMU-KCKQSJSWSA-N_conf184.npy
70,B9,dibenzosuberone,BMVWCPGVLSILMU-KCKQSJSWSA-N,678,0.4809805736870832,BMVWCPGVLSILMU-KCKQSJSWSA-N_conf678.npy
70,B9,dibenzosuberone,BMVWCPGVLSILMU-KCKQSJSWSA-N,750,0.0380388526258336,BMVWCPGVLSILMU-KCKQSJSWSA-N_conf750.npy
71,C10,"2,6-dimethyl-4-heptanone",PTTPXKJBFFKCEK-HOSYLAQJSA-N,193,0.4381511860857041,PTTPXKJBFFKCEK-HOSYLAQJSA-N_conf193.npy
71,C10,"2,6-dimethyl-4-heptanone",PTTPXKJBFFKCEK-HOSYLAQJSA-N,661,0.4363840510795423,PTTPXKJBFFKCEK-HOSYLAQJSA-N_conf661.npy
71,C10,"2,6-dimethyl-4-heptanone",PTTPXKJBFFKCEK-HOSYLAQJSA-N,631,0.0554411188699562,PTTPXKJBFFKCEK-HOSYLAQJSA-N_conf631.npy
71,C10,"2,6-dimethyl-4-heptanone",PTTPXKJBFFKCEK-HOSYLAQJSA-N,658,0.0554411188699562,PTTPXKJBFFKCEK-HOSYLAQJSA-N_conf658.npy
71,C10,"2,6-dimethyl-4-heptanone",PTTPXKJBFFKCEK-HOSYLAQJSA-N,581,0.014582525094841,PTTPXKJBFFKCEK-HOSYLAQJSA-N_conf581.npy
72,B8,"10,10-Dimethylanthracen-9(10H)-one",GWFCYDIAPRIMLA-KHWBWMQUSA-N,409,1.0,GWFCYDIAPRIMLA-KHWBWMQUSA-N_conf409.npy
73,E1(exo),camphor (exo),DSSYKIVIOFKYAU-OMNKOJBGSA-N,13,1.0,DSSYKIVIOFKYAU-OMNKOJBGSA-N_conf13.npy
74,E1(endo),camphor (endo),DSSYKIVIOFKYAU-MHPPCMCBSA-N,49,1.0,DSSYKIVIOFKYAU-MHPPCMCBSA-N_conf49.npy
75,E3(endo),fenchone (endo),LHXDLQBQYFFVNW-OMNKOJBGSA-N,585,1.0,LHXDLQBQYFFVNW-OMNKOJBGSA-N_conf585.npy
76,E3(exo),fenchone (exo),LHXDLQBQYFFVNW-MHPPCMCBSA-N,21,1.0,LHXDLQBQYFFVNW-MHPPCMCBSA-N_conf21.npy
77,A24,"2,2,2-triphenylacetophenone",CFBBKHROQRFCNZ-UHFFFAOYSA-N,131,0.2503366168372746,CFBBKHROQRFCNZ-UHFFFAOYSA-N_conf131.npy
77,A24,"2,2,2-triphenylacetophenone",CFBBKHROQRFCNZ-UHFFFAOYSA-N,1622,0.2503366168372746,CFBBKHROQRFCNZ-UHFFFAOYSA-N_conf1622.npy
77,A24,"2,2,2-triphenylacetophenone",CFBBKHROQRFCNZ-UHFFFAOYSA-N,2186,0.2503366168372746,CFBBKHROQRFCNZ-UHFFFAOYSA-N_conf2186.npy
77,A24,"2,2,2-triphenylacetophenone",CFBBKHROQRFCNZ-UHFFFAOYSA-N,1599,0.2489901494881761,CFBBKHROQRFCNZ-UHFFFAOYSA-N_conf1599.npy
78,H1,Benzoylacetonitrile,ZJRCIQAMTAINCB-UHFFFAOYSA-N,115,0.4111389399595383,ZJRCIQAMTAINCB-UHFFFAOYSA-N_conf115.npy
78,H1,Benzoylacetonitrile,ZJRCIQAMTAINCB-UHFFFAOYSA-N,74,0.4111389399595383,ZJRCIQAMTAINCB-UHFFFAOYSA-N_conf74.npy
78,H1,Benzoylacetonitrile,ZJRCIQAMTAINCB-UHFFFAOYSA-N,24,0.1777221200809235,ZJRCIQAMTAINCB-UHFFFAOYSA-N_conf24.npy
79,H2(exo),Bicyclo[2.2.1]hept-5-en-2-one (exo),HUQXEIFQYCVOPD-RITPCOANSA-N,31,1.0,HUQXEIFQYCVOPD-RITPCOANSA-N_conf31.npy
80,H2(endo),Bicyclo[2.2.1]hept-5-en-2-one (endo),HUQXEIFQYCVOPD-NTSWFWBYSA-N,246,1.0,HUQXEIFQYCVOPD-NTSWFWBYSA-N_conf246.npy
81,0,Tropinone (exo),QQXLDOJGLXJCSE-UTGAQZLRSA-N,293,1.0,QQXLDOJGLXJCSE-UTGAQZLRSA-N_conf293.npy
82,0,Tropinone (endo),QQXLDOJGLXJCSE-FWGGZQILSA-N,296,1.0,QQXLDOJGLXJCSE-FWGGZQILSA-N_conf296.npy
83,H3,"1,4-Cyclohexanedione Monoethyleneketal",VKRKCBWIVLSRBJ-OUBTZVSYSA-N,328,0.4974500752985085,VKRKCBWIVLSRBJ-OUBTZVSYSA-N_conf328.npy
83,H3,"1,4-Cyclohexanedione Monoethyleneketal",VKRKCBWIVLSRBJ-OUBTZVSYSA-N,420,0.4974500752985085,VKRKCBWIVLSRBJ-OUBTZVSYSA-N_conf420.npy
83,H3,"1,4-Cyclohexanedione Monoethyleneketal",VKRKCBWIVLSRBJ-OUBTZVSYSA-N,197,0.005099849402983,VKRKCBWIVLSRBJ-OUBTZVSYSA-N_conf197.npy
84,H4(cis),Isophorone Oxide (cis),ROTNQFPVXVZSRL-IONNQARKSA-N,55,0.9535633828567954,ROTNQFPVXVZSRL-IONNQARKSA-N_conf55.npy
84,H4(cis),Isophorone Oxide (cis),ROTNQFPVXVZSRL-IONNQARKSA-N,136,0.0464366171432045,ROTNQFPVXVZSRL-IONNQARKSA-N_conf136.npy
85,H4(trans),Isophorone Oxide (trans),ROTNQFPVXVZSRL-APPZFPTMSA-N,52,0.9535633828567954,ROTNQFPVXVZSRL-APPZFPTMSA-N_conf52.npy
85,H4(trans),Isophorone Oxide (trans),ROTNQFPVXVZSRL-APPZFPTMSA-N,209,0.0464366171432045,ROTNQFPVXVZSRL-APPZFPTMSA-N_conf209.npy
86,0,dicyclopropyl ketone,BIPUHAHGLJKIPK-UHFFFAOYSA-N,320,0.2001884534903027,BIPUHAHGLJKIPK-UHFFFAOYSA-N_conf320.npy
86,0,dicyclopropyl ketone,BIPUHAHGLJKIPK-UHFFFAOYSA-N,247,0.2000155706109735,BIPUHAHGLJKIPK-UHFFFAOYSA-N_conf247.npy
86,0,dicyclopropyl ketone,BIPUHAHGLJKIPK-UHFFFAOYSA-N,56,0.2000155706109735,BIPUHAHGLJKIPK-UHFFFAOYSA-N_conf56.npy
86,0,dicyclopropyl ketone,BIPUHAHGLJKIPK-UHFFFAOYSA-N,175,0.1999960559620449,BIPUHAHGLJKIPK-UHFFFAOYSA-N_conf175.npy
86,0,dicyclopropyl ketone,BIPUHAHGLJKIPK-UHFFFAOYSA-N,144,0.1997843493257052,BIPUHAHGLJKIPK-UHFFFAOYSA-N_conf144.npy
87,0,6-methyl-5-hepten-2-one,UHEPJGULSIKKTP-UHFFFAOYSA-N,284,0.2231169363548021,UHEPJGULSIKKTP-UHFFFAOYSA-N_conf284.npy
87,0,6-methyl-5-hepten-2-one,UHEPJGULSIKKTP-UHFFFAOYSA-N,159,0.2228807550313851,UHEPJGULSIKKTP-UHFFFAOYSA-N_conf159.npy
87,0,6-methyl-5-hepten-2-one,UHEPJGULSIKKTP-UHFFFAOYSA-N,173,0.215082138797345,UHEPJGULSIKKTP-UHFFFAOYSA-N_conf173.npy
87,0,6-methyl-5-hepten-2-one,UHEPJGULSIKKTP-UHFFFAOYSA-N,525,0.215082138797345,UHEPJGULSIKKTP-UHFFFAOYSA-N_conf525.npy
87,0,6-methyl-5-hepten-2-one,UHEPJGULSIKKTP-UHFFFAOYSA-N,408,0.1238380310191227,UHEPJGULSIKKTP-UHFFFAOYSA-N_conf408.npy
88,0,4-Hydroxy-2-butanone,LVSQXDHWDCMMRJ-UHFFFAOYSA-N,137,0.494208580492365,LVSQXDHWDCMMRJ-UHFFFAOYSA-N_conf137.npy
88,0,4-Hydroxy-2-butanone,LVSQXDHWDCMMRJ-UHFFFAOYSA-N,64,0.494208580492365,LVSQXDHWDCMMRJ-UHFFFAOYSA-N_conf64.npy
88,0,4-Hydroxy-2-butanone,LVSQXDHWDCMMRJ-UHFFFAOYSA-N,60,0.0078717202065605,LVSQXDHWDCMMRJ-UHFFFAOYSA-N_conf60.npy
88,0,4-Hydroxy-2-butanone,LVSQXDHWDCMMRJ-UHFFFAOYSA-N,93,0.0018555594043547,LVSQXDHWDCMMRJ-UHFFFAOYSA-N_conf93.npy
88,0,4-Hydroxy-2-butanone,LVSQXDHWDCMMRJ-UHFFFAOYSA-N,30,0.0018555594043547,LVSQXDHWDCMMRJ-UHFFFAOYSA-N_conf30.npy
89,0,Methyl Acetoacetate,WRQNANDWMGAFTP-UHFFFAOYSA-N,161,0.3369628692894579,WRQNANDWMGAFTP-UHFFFAOYSA-N_conf161.npy
89,0,Methyl Acetoacetate,WRQNANDWMGAFTP-UHFFFAOYSA-N,244,0.3369628692894579,WRQNANDWMGAFTP-UHFFFAOYSA-N_conf244.npy
89,0,Methyl Acetoacetate,WRQNANDWMGAFTP-UHFFFAOYSA-N,16,0.1936257102728941,WRQNANDWMGAFTP-UHFFFAOYSA-N_conf16.npy
89,0,Methyl Acetoacetate,WRQNANDWMGAFTP-UHFFFAOYSA-N,228,0.066224275574095,WRQNANDWMGAFTP-UHFFFAOYSA-N_conf228.npy
89,0,Methyl Acetoacetate,WRQNANDWMGAFTP-UHFFFAOYSA-N,232,0.066224275574095,WRQNANDWMGAFTP-UHFFFAOYSA-N_conf232.npy
90,0,2-Hydroxyacetophenone,ZWVHTXAYIKBMEE-UHFFFAOYSA-N,133,0.9986053924623832,ZWVHTXAYIKBMEE-UHFFFAOYSA-N_conf133.npy
90,0,2-Hydroxyacetophenone,ZWVHTXAYIKBMEE-UHFFFAOYSA-N,134,0.0006973037688083,ZWVHTXAYIKBMEE-UHFFFAOYSA-N_conf134.npy
90,0,2-Hydroxyacetophenone,ZWVHTXAYIKBMEE-UHFFFAOYSA-N,260,0.0006973037688083,ZWVHTXAYIKBMEE-UHFFFAOYSA-N_conf260.npy
91,a1,"5α-Pregnane-3,20-dione (Reduction of diketone to axial-3ol)",XMRPGKVKISIQBV-KEOHVNNOSA-N,565,0.8561703670411622,XMRPGKVKISIQBV-KEOHVNNOSA-N_conf565.npy
91,a1,"5α-Pregnane-3,20-dione (Reduction of diketone to axial-3ol)",XMRPGKVKISIQBV-KEOHVNNOSA-N,2802,0.1438296329588378,XMRPGKVKISIQBV-KEOHVNNOSA-N_conf2802.npy
92,a2,"5α-Pregnane-3,20-dione (Reduction of diketone to equatorial-3ol)",XMRPGKVKISIQBV-RCNOZMPMSA-N,1346,0.8561583515430078,XMRPGKVKISIQBV-RCNOZMPMSA-N_conf1346.npy
92,a2,"5α-Pregnane-3,20-dione (Reduction of diketone to equatorial-3ol)",XMRPGKVKISIQBV-RCNOZMPMSA-N,271,0.143841648456992,XMRPGKVKISIQBV-RCNOZMPMSA-N_conf271.npy
93,a3,"5α-Pregnane-3,20-dione (Reduction of diketone to cis-20ol)",XMRPGKVKISIQBV-XAHUAHKPSA-N,1712,0.8561583515430078,XMRPGKVKISIQBV-XAHUAHKPSA-N_conf1712.npy
93,a3,"5α-Pregnane-3,20-dione (Reduction of diketone to cis-20ol)",XMRPGKVKISIQBV-XAHUAHKPSA-N,2300,0.143841648456992,XMRPGKVKISIQBV-XAHUAHKPSA-N_conf2300.npy
94,a4,"5α-Pregnane-3,20-dione (Reduction of diketone to trans-20ol)",XMRPGKVKISIQBV-WGDJUOIDSA-N,821,0.8564310147100538,XMRPGKVKISIQBV-WGDJUOIDSA-N_conf821.npy
94,a4,"5α-Pregnane-3,20-dione (Reduction of diketone to trans-20ol)",XMRPGKVKISIQBV-WGDJUOIDSA-N,168,0.1435689852899461,XMRPGKVKISIQBV-WGDJUOIDSA-N_conf168.npy
95,a13,"5α-Pregnane-3,20-dione (Reduction of axial-3 to cis-20ol)",AURFZBICLPNKBZ-LNUOHZHLSA-N,1024,0.8826184764897478,AURFZBICLPNKBZ-LNUOHZHLSA-N_conf1024.npy
95,a13,"5α-Pregnane-3,20-dione (Reduction of axial-3 to cis-20ol)",AURFZBICLPNKBZ-LNUOHZHLSA-N,2043,0.1173815235102521,AURFZBICLPNKBZ-LNUOHZHLSA-N_conf2043.npy
96,a14,"5α-Pregnane-3,20-dione (Reduction of axial-3ol to trans-20ol)",AURFZBICLPNKBZ-BKZNRXDMSA-N,309,0.8822888933934652,AURFZBICLPNKBZ-BKZNRXDMSA-N_conf309.npy
96,a14,"5α-Pregnane-3,20-dione (Reduction of axial-3ol to trans-20ol)",AURFZBICLPNKBZ-BKZNRXDMSA-N,216,0.1177111066065348,AURFZBICLPNKBZ-BKZNRXDMSA-N_conf216.npy
97,a23,"5α-Pregnane-3,20-dione (Reduction of equatorial-3ol to cis-20ol)",AURFZBICLPNKBZ-KRXPQHRASA-N,540,0.8763085483112195,AURFZBICLPNKBZ-KRXPQHRASA-N_conf540.npy
97,a23,"5α-Pregnane-3,20-dione (Reduction of equatorial-3ol to cis-20ol)",AURFZBICLPNKBZ-KRXPQHRASA-N,2249,0.1236914516887805,AURFZBICLPNKBZ-KRXPQHRASA-N_conf2249.npy
98,a24,"5α-Pregnane-3,20-dione (Reduction of equatorial-3ol to trans-20ol)",AURFZBICLPNKBZ-VYMTVNFKSA-N,232,0.8761937031179887,AURFZBICLPNKBZ-VYMTVNFKSA-N_conf232.npy
98,a24,"5α-Pregnane-3,20-dione (Reduction of equatorial-3ol to trans-20ol)",AURFZBICLPNKBZ-VYMTVNFKSA-N,3002,0.1238062968820111,AURFZBICLPNKBZ-VYMTVNFKSA-N_conf3002.npy
99,a41,"5α-Pregnane-3,20-dione (Reduction of trans-20ol to axial-3ol)",DYVGYXXLXQESJE-ASZUNUTGSA-N,1626,0.989616077968302,DYVGYXXLXQESJE-ASZUNUTGSA-N_conf1626.npy
99,a41,"5α-Pregnane-3,20-dione (Reduction of trans-20ol to axial-3ol)",DYVGYXXLXQESJE-ASZUNUTGSA-N,2659,0.0098532458104862,DYVGYXXLXQESJE-ASZUNUTGSA-N_conf2659.npy
99,a41,"5α-Pregnane-3,20-dione (Reduction of trans-20ol to axial-3ol)",DYVGYXXLXQESJE-ASZUNUTGSA-N,566,0.000530676221212,DYVGYXXLXQESJE-ASZUNUTGSA-N_conf566.npy
100,a42,"5α-Pregnane-3,20-dione (Reduction of trans-20ol to equatorial-3ol)",DYVGYXXLXQESJE-VMCDEYIWSA-N,980,0.989616077968302,DYVGYXXLXQESJE-VMCDEYIWSA-N_conf980.npy
100,a42,"5α-Pregnane-3,20-dione (Reduction of trans-20ol to equatorial-3ol)",DYVGYXXLXQESJE-VMCDEYIWSA-N,1642,0.0098532458104862,DYVGYXXLXQESJE-VMCDEYIWSA-N_conf1642.npy
100,a42,"5α-Pregnane-3,20-dione (Reduction of trans-20ol to equatorial-3ol)",DYVGYXXLXQESJE-VMCDEYIWSA-N,1222,0.000530676221212,DYVGYXXLXQESJE-VMCDEYIWSA-N_conf1222.npy
101,a31,"5α-Pregnane-3,20-dione (Reduction of cis-20ol to axial-3ol)",DYVGYXXLXQESJE-IEPKGJLISA-N,2049,0.7512987873361644,DYVGYXXLXQESJE-IEPKGJLISA-N_conf2049.npy
101,a31,"5α-Pregnane-3,20-dione (Reduction of cis-20ol to axial-3ol)",DYVGYXXLXQESJE-IEPKGJLISA-N,2995,0.2427129250208235,DYVGYXXLXQESJE-IEPKGJLISA-N_conf2995.npy
101,a31,"5α-Pregnane-3,20-dione (Reduction of cis-20ol to axial-3ol)",DYVGYXXLXQESJE-IEPKGJLISA-N,2045,0.005988287643012,DYVGYXXLXQESJE-IEPKGJLISA-N_conf2045.npy
102,a32,"5α-Pregnane-3,20-dione (Reduction of cis-20ol to equatorial-3ol)",DYVGYXXLXQESJE-FXIFETPDSA-N,2854,0.7512987873361644,DYVGYXXLXQESJE-FXIFETPDSA-N_conf2854.npy
102,a32,"5α-Pregnane-3,20-dione (Reduction of cis-20ol to equatorial-3ol)",DYVGYXXLXQESJE-FXIFETPDSA-N,762,0.2427129250208235,DYVGYXXLXQESJE-FXIFETPDSA-N_conf762.npy
102,a32,"5α-Pregnane-3,20-dione (Reduction of cis-20ol to equatorial-3ol)",DYVGYXXLXQESJE-FXIFETPDSA-N,2182,0.005988287643012,DYVGYXXLXQESJE-FXIFETPDSA-N_conf2182.npy
103,b1,"24-nor-5β-chol-22-ene-3,6-dione (diketone to trans-3ol)",FKXQMWVVHBPGAM-YDEWJKEYSA-N,3371,0.9181574619834948,FKXQMWVVHBPGAM-YDEWJKEYSA-N_conf3371.npy
103,b1,"24-nor-5β-chol-22-ene-3,6-dione (diketone to trans-3ol)",FKXQMWVVHBPGAM-YDEWJKEYSA-N,2872,0.0739588214816008,FKXQMWVVHBPGAM-YDEWJKEYSA-N_conf2872.npy
103,b1,"24-nor-5β-chol-22-ene-3,6-dione (diketone to trans-3ol)",FKXQMWVVHBPGAM-YDEWJKEYSA-N,1323,0.0046051539428011,FKXQMWVVHBPGAM-YDEWJKEYSA-N_conf1323.npy
103,b1,"24-nor-5β-chol-22-ene-3,6-dione (diketone to trans-3ol)",FKXQMWVVHBPGAM-YDEWJKEYSA-N,968,0.0018324036685993,FKXQMWVVHBPGAM-YDEWJKEYSA-N_conf968.npy
103,b1,"24-nor-5β-chol-22-ene-3,6-dione (diketone to trans-3ol)",FKXQMWVVHBPGAM-YDEWJKEYSA-N,542,0.0014461589235037,FKXQMWVVHBPGAM-YDEWJKEYSA-N_conf542.npy
104,b2,"24-nor-5β-chol-22-ene-3,6-dione (diketone to cis-3ol)",FKXQMWVVHBPGAM-SBUADZPKSA-N,892,0.918161803328064,FKXQMWVVHBPGAM-SBUADZPKSA-N_conf892.npy
104,b2,"24-nor-5β-chol-22-ene-3,6-dione (diketone to cis-3ol)",FKXQMWVVHBPGAM-SBUADZPKSA-N,766,0.0739591711827591,FKXQMWVVHBPGAM-SBUADZPKSA-N_conf766.npy
104,b2,"24-nor-5β-chol-22-ene-3,6-dione (diketone to cis-3ol)",FKXQMWVVHBPGAM-SBUADZPKSA-N,1160,0.004605175717454,FKXQMWVVHBPGAM-SBUADZPKSA-N_conf1160.npy
104,b2,"24-nor-5β-chol-22-ene-3,6-dione (diketone to cis-3ol)",FKXQMWVVHBPGAM-SBUADZPKSA-N,3454,0.0018324123327948,FKXQMWVVHBPGAM-SBUADZPKSA-N_conf3454.npy
104,b2,"24-nor-5β-chol-22-ene-3,6-dione (diketone to cis-3ol)",FKXQMWVVHBPGAM-SBUADZPKSA-N,253,0.0014414374389279,FKXQMWVVHBPGAM-SBUADZPKSA-N_conf253.npy
105,b3,"24-nor-5β-chol-22-ene-3,6-dione (diketone to trans-6ol)",FKXQMWVVHBPGAM-ZZVOHZKGSA-N,937,0.9181546464227148,FKXQMWVVHBPGAM-ZZVOHZKGSA-N_conf937.npy
105,b3,"24-nor-5β-chol-22-ene-3,6-dione (diketone to trans-6ol)",FKXQMWVVHBPGAM-ZZVOHZKGSA-N,2053,0.0739585946843838,FKXQMWVVHBPGAM-ZZVOHZKGSA-N_conf2053.npy
105,b3,"24-nor-5β-chol-22-ene-3,6-dione (diketone to trans-6ol)",FKXQMWVVHBPGAM-ZZVOHZKGSA-N,191,0.0046051398209414,FKXQMWVVHBPGAM-ZZVOHZKGSA-N_conf191.npy
105,b3,"24-nor-5β-chol-22-ene-3,6-dione (diketone to trans-6ol)",FKXQMWVVHBPGAM-ZZVOHZKGSA-N,3248,0.0018323980494718,FKXQMWVVHBPGAM-ZZVOHZKGSA-N_conf3248.npy
105,b3,"24-nor-5β-chol-22-ene-3,6-dione (diketone to trans-6ol)",FKXQMWVVHBPGAM-ZZVOHZKGSA-N,477,0.0014492210224878,FKXQMWVVHBPGAM-ZZVOHZKGSA-N_conf477.npy
106,b4,"24-nor-5β-chol-22-ene-3,6-dione (diketone to cis-6ol)",FKXQMWVVHBPGAM-SSWDLXJHSA-N,1785,0.9181589969463558,FKXQMWVVHBPGAM-SSWDLXJHSA-N_conf1785.npy
106,b4,"24-nor-5β-chol-22-ene-3,6-dione (diketone to cis-6ol)",FKXQMWVVHBPGAM-SSWDLXJHSA-N,1495,0.0739589451249287,FKXQMWVVHBPGAM-SSWDLXJHSA-N_conf1495.npy
106,b4,"24-nor-5β-chol-22-ene-3,6-dione (diketone to cis-6ol)",FKXQMWVVHBPGAM-SSWDLXJHSA-N,125,0.0046051616416334,FKXQMWVVHBPGAM-SSWDLXJHSA-N_conf125.npy
106,b4,"24-nor-5β-chol-22-ene-3,6-dione (diketone to cis-6ol)",FKXQMWVVHBPGAM-SSWDLXJHSA-N,1030,0.0018324067319863,FKXQMWVVHBPGAM-SSWDLXJHSA-N_conf1030.npy
106,b4,"24-nor-5β-chol-22-ene-3,6-dione (diketone to cis-6ol)",FKXQMWVVHBPGAM-SSWDLXJHSA-N,1239,0.0014444895550956,FKXQMWVVHBPGAM-SSWDLXJHSA-N_conf1239.npy
107,b13,"24-nor-5β-chol-22-ene-3,6-dione (trans-3ol to trans-6ol)",GQPXPLNWQRGXOX-CNBRFADUSA-N,2529,0.763009928686959,GQPXPLNWQRGXOX-CNBRFADUSA-N_conf2529.npy
