outer_model_n,models_8_of_8,models_8_of_8_fraction,semiquant_rmse_median_percent,semiquant_rmse_p16_percent,semiquant_rmse_p84_percent,semiquant_rmse_min_percent,semiquant_rmse_max_percent
83,71,0.8554216867469879,13.743129713034783,12.596932447678617,18.80590043425487,11.097420369757481,37.08994008435046
