alpha,current_style_loocv_rmse,current_style_loocv_r2
1.0,1.1673129433500702,0.2083778853030367
0.1,0.6489059531644096,0.7553716236078547
0.01,0.582136445894316,0.803123946036343
0.001,0.8043165193370897,0.6241649383820278
