training_n,feature_n,fulltrain_selected_alpha,fulltrain_fit_r2,fulltrain_fit_rmse,fulltrain_intercept,fulltrain_inner_loocv_r2,fulltrain_inner_loocv_rmse,fulltrain_nonzero_features,fulltrain_orbital_nonzero,nested_outer_r2,nested_outer_rmse,nested_outer_mae,diketone_top_checks,diketone_check_n,diketone_semiquant_top_checks,diketone_semiquant_check_n,diketone_semiquant_metric_n,diketone_semiquant_mae_percent,diketone_semiquant_rmse_percent,diketone_evaluation_series,outer_models_8_of_8,outer_models_8_of_8_fraction,electronic_fullgrid_scale,electrostatic_fullgrid_scale,orbital_fullgrid_scale
83,321,0.01,0.9855264144304287,0.15783975878639914,-4.556468535344341,0.803123946036343,0.582136445894316,53,3,0.8037754478337542,0.5811724454040443,0.43514599510153623,8,8,18,18,16,10.915757202307539,13.122564725906761,"a,b,c,d,e,f",71,0.8554216867469879,75.77291288288347,5.122511140754752,0.9590089502808511
