outer_model_n,models_8_of_8,models_8_of_8_fraction,semiquant_rmse_median_percent,semiquant_rmse_p16_percent,semiquant_rmse_p84_percent,semiquant_rmse_min_percent,semiquant_rmse_max_percent
83,71,0.8554216867469879,13.556635161977642,12.63186430863006,18.19369192533144,11.433811116768325,35.12018225697413
