alpha,current_style_loocv_rmse,current_style_loocv_r2
1.0,1.1673129433500702,0.2083778853030367
0.1,0.6489059531644097,0.7553716236078547
0.01,0.5821364458943172,0.8031239460363421
0.001,0.8043165193370905,0.6241649383820271
