training_n,feature_n,fulltrain_selected_alpha,fulltrain_fit_r2,fulltrain_fit_rmse,fulltrain_intercept,fulltrain_inner_loocv_r2,fulltrain_inner_loocv_rmse,fulltrain_nonzero_features,fulltrain_orbital_nonzero,nested_outer_r2,nested_outer_rmse,nested_outer_mae,diketone_top_checks,diketone_check_n,diketone_semiquant_top_checks,diketone_semiquant_check_n,diketone_semiquant_metric_n,diketone_semiquant_mae_percent,diketone_semiquant_rmse_percent,diketone_af_semiquant_rmse_percent,diketone_xy_semiquant_rmse_percent,diketone_evaluation_series,outer_models_8_of_8,outer_models_8_of_8_fraction,electronic_fullgrid_scale,electrostatic_fullgrid_scale,orbital_fullgrid_scale
83,321,0.01,0.9855264144304285,0.15783975878639986,-4.5564685353442,0.8031239460363421,0.5821364458943172,53,3,0.8037754478337534,0.5811724454040453,0.4351459951015381,8,8,18,18,18,11.074747956447494,13.047103174052905,13.122564725906527,12.426925252232854,"a,b,c,d,e,f,x,y",71,0.8554216867469879,75.77291288288347,5.122511140754752,0.9590089502808511
